	Word	PoS	FrSp		LL	FrWr
	extreme	Adj	11	-	230.8	35
	mothers	NoC	14	-	155.3	35
	break	NoC	41	+	8.8	35
	consent	NoC	9	-	276.2	35
	preparation	NoC	16	-	130.7	35
	begins	Verb	11	-	229.3	35
	ignored	Verb	7	-	314.5	35
	acts	NoC	9	-	278.0	35
	fifth	Ord	36	+	0.4	35
	tape	NoC	139	+	1502.5	35
	cricket	NoC	15	-	145.7	35
	H / h	Lett	123	+	1157.7	35
	priority	NoC	25	-	33.1	35
	absolute	Adj	31	-	5.2	35
	stones	NoC	13	-	174.7	35
	Thatcher	NoP	20	-	69.9	35
	distinct	Adj	7	-	331.4	35
	arrangement	NoC	13	-	178.0	35
	experts	NoC	9	-	266.0	35
	mixture	NoC	13	-	172.3	35
	repeated	Verb	7	-	318.4	35
	golf	NoC	28	-	14.7	35
	fail	Verb	12	-	190.5	35
	landscape	NoC	12	-	188.4	35
	Israel	NoP	10	-	247.3	35
	bread	NoC	61	+	139.8	35
	need*	VMod	20	-	68.7	35
	adults	NoC	19	-	80.3	35
	mood	NoC	16	-	129.1	35
	by	Adv	3	-	486.5	35
	limit	NoC	24	-	37.9	35
	illness	NoC	16	-	121.5	35
	components	NoC	8	-	304.0	35
	kids	NoC	119	+	1081.4	35
	hoping	Verb	39	+	4.3	35
	champion	NoC	7	-	312.3	35
	moments	NoC	10	-	238.2	35
	Jan.	NoP	0	-	682.6	35
	present	Verb	22	-	54.5	35
	tank	NoC	17	-	100.2	35
	electric	Adj	28	-	14.5	35
	Tory	Adj	30	-	5.6	35
	ages	NoC	47	+	36.6	35
	fun	NoC	31	-	3.5	35
	intervention	NoC	7	-	307.5	35
	shoes	NoC	53	+	78.0	35
	nineteenth	Num	16	-	125.2	35
	informed	Verb	14	-	148.6	35
	happening	Verb	86	+	482.7	35
	controls	NoC	7	-	330.5	35
	beer	NoC	20	-	72.3	35
	citizens	NoC	18	-	89.9	35
	photographs	NoC	19	-	80.7	35
	concluded	Verb	3	-	456.7	35
	Johnson	NoP	8	-	299.1	35
	organised	Verb	8	-	296.1	35
	close	Verb	40	+	6.9	35
	self	NoC	47	+	35.9	35
	wave	NoC	7	-	322.3	34
	alliance	NoC	5	-	365.0	34
	notice	Verb	45	+	28.0	34
	teaching	Verb	24	-	36.7	34
	prospect	NoC	9	-	256.8	34
	favourite	Adj	18	-	90.4	34
	causing	Verb	18	-	89.0	34
	earnings	NoC	13	-	167.5	34
	somebody	Pron	409	+	9932.6	34
	sad	Adj	35	+	0.3	34
	Birmingham	NoP	35	+	0.0	34
	survival	NoC	7	-	313.1	34
	pilot	NoC	8	-	295.2	34
	item	NoC	68	+	229.6	34
	exists	Verb	13	-	171.4	34
	rough	Adj	31	-	2.1	34
	Sarah	NoP	39	+	6.6	34
	Iraq	NoP	10	-	222.5	34
	shareholders	NoC	5	-	392.4	34
	recommended	Verb	12	-	178.3	34
	territory	NoC	7	-	298.8	34
	given	Adj	9	-	260.2	34
	exciting	Adj	26	-	19.4	34
	symptoms	NoC	8	-	289.0	34
	mill	NoC	20	-	65.7	34
	throat	NoC	18	-	90.4	34
	fishing	NoC	15	-	123.9	34
	attacks	NoC	9	-	243.0	34
	perform	Verb	11	-	191.8	34
	sweet	Adj	28	-	10.2	34
	winner	NoC	11	-	204.1	34
	aids	NoC	13	-	157.5	34
	destroyed	Verb	10	-	235.0	34
	promote	Verb	13	-	151.9	34
	frame	NoC	13	-	157.8	34
	cycle	NoC	15	-	122.2	34
	statistics	NoC	18	-	85.0	34
	Asia	NoP	2	-	491.1	34
	achievement	NoC	10	-	228.3	34
	a lot	Adv	96	+	681.7	34
	input	NoC	19	-	76.8	34
	votes	NoC	11	-	191.0	34
	fewer	DetP	8	-	287.0	34
	constitutional	Adj	5	-	366.5	34
	ownership	NoC	11	-	209.5	34
	express	Verb	14	-	133.1	34
	primarily	Adv	12	-	180.2	34
	inevitably	Adv	7	-	288.8	34
	branches	NoC	18	-	82.8	34
	longer	Adv	29	-	6.2	34
	confident	Adj	22	-	44.2	34
	tough	Adj	19	-	70.6	34
	truly	Adv	18	-	81.3	34
	winning	Verb	13	-	162.3	34
	permission	NoC	21	-	50.3	34
	1960s	Num	0	-	634.5	34
	briefly	Adv	27	-	14.8	34
	adding	Verb	16	-	112.7	33
	profession	NoC	9	-	250.7	33
	councils	NoC	46	+	39.3	33
	shot	NoC	27	-	14.2	33
	perspective	NoC	8	-	267.7	33
	assumption	NoC	10	-	213.7	33
	anxious	Adj	11	-	194.0	33
	concerning	Prep	7	-	295.5	33
	left	NoC	43	+	24.1	33
	stable	Adj	9	-	239.0	33
	breach	NoC	7	-	304.3	33
	dominant	Adj	5	-	370.7	33
	cottage	NoC	17	-	90.1	33
	poverty	NoC	13	-	158.8	33
	consistent	Adj	12	-	165.9	33
	compensation	NoC	15	-	119.6	33
	theoretical	Adj	3	-	443.5	33
	hills	NoC	9	-	231.0	33
	fault	NoC	41	+	15.7	33
	Sept.	NoP	0	-	652.6	33
	developing	Verb	15	-	126.4	33
	transferred	Verb	12	-	180.3	33
	entrance	NoC	13	-	144.0	33
	camp	NoC	15	-	113.0	33
	mark	NoC	34	+	0.4	33
	et al	Adv	0	-	599.8	33
	requirement	NoC	25	-	18.3	33
	prior  to	Prep	16	-	110.8	33
	brings	Verb	25	-	22.1	33
	extend	Verb	14	-	134.7	33
	Moscow	NoP	5	-	352.6	33
	delivered	Verb	13	-	154.5	33
	dark	NoC	13	-	150.7	33
	tools	NoC	22	-	40.3	33
	costs	Verb	26	-	17.1	33
	Scott	NoP	21	-	43.0	33
	clinical	Adj	4	-	400.0	33
	aunt	NoC	11	-	193.6	33
	novel	NoC	10	-	210.7	33
	proud	Adj	20	-	59.3	33
	contents	NoC	7	-	301.6	33
	conducted	Verb	7	-	292.6	33
	operating	NoC	10	-	208.3	33
	point	Verb	33	+	0.0	33
	purchase	NoC	10	-	214.8	33
	employee	NoC	14	-	132.5	33
	glanced	Verb	1	-	571.7	33
	nurse	NoC	21	-	46.5	33
	yard	NoC	30	-	1.9	33
	cool	Adj	13	-	142.0	33
	guidance	NoC	27	-	11.6	33
	feels	Verb	30	-	2.3	33
	pace	NoC	11	-	179.4	33
	boss	NoC	25	-	20.1	33
	opposite	Adj	27	-	8.8	33
	nervous	Adj	15	-	111.2	33
	depth	NoC	11	-	184.1	33
	drawing	Verb	18	-	76.9	33
	constantly	Adv	13	-	146.4	33
	threw	Verb	15	-	117.8	33
	festival	NoC	13	-	144.7	33
	developing	Adj	13	-	144.5	33
	wedding	NoC	39	+	10.9	33
	1973	Num	0	-	616.9	33
	prisoners	NoC	7	-	287.7	33
	cried	Verb	6	-	318.4	33
	vehicles	NoC	15	-	109.9	33
	Nov.	NoP	0	-	639.9	33
	dismissed	Verb	4	-	405.4	33
	finger	NoC	27	-	8.2	33
	turns	Verb	27	-	10.6	33
	setting	NoC	9	-	228.5	33
	Tim	NoP	46	+	45.6	33
	connected	Verb	14	-	130.1	33
	coat	NoC	50	+	73.6	33
	discussions	NoC	20	-	49.8	33
	points	Verb	5	-	361.4	33
	defeat	NoC	4	-	400.3	33
	vary	Verb	9	-	232.7	33
	Sam	NoP	22	-	39.2	32
	luck	NoC	27	-	8.0	32
	crossed	Verb	14	-	132.3	32
	presentation	NoC	29	-	2.6	32
	prize	NoC	16	-	94.8	32
	satisfied	Adj	16	-	101.3	32
	disabled	Adj	20	-	52.5	32
	resulted	Verb	4	-	398.6	32
	sounded	Verb	11	-	173.9	32
	Joseph	NoP	8	-	258.6	32
	visible	Adj	4	-	388.7	32
	comment	NoC	49	+	66.4	32
	conduct	NoC	4	-	387.9	32
	port	NoC	9	-	236.7	32
	whenever	Adv	27	-	7.1	32
	sake	NoC	33	+	0.3	32
	altogether	Adv	31	-	0.2	32
	dispute	NoC	10	-	199.0	32
	provided	Conj	7	-	287.6	32
	answers	NoC	29	-	2.7	32
	soul	NoC	12	-	156.8	32
	furthermore	Adv	3	-	434.1	32
	solicitor	NoC	26	-	13.1	32
	study	Verb	12	-	158.4	32
	hearing	NoC	9	-	227.7	32
	impressive	Adj	8	-	263.8	32
	processing	NoC	11	-	169.2	32
	shadow	NoC	11	-	183.1	32
	alcohol	NoC	14	-	118.2	32
	reply	NoC	16	-	98.3	32
	wore	Verb	13	-	146.9	32
	driven	Verb	10	-	195.1	32
	recognized	Verb	10	-	192.5	32
	limits	NoC	10	-	192.3	32
	servants	NoC	10	-	190.2	32
	outstanding	Adj	13	-	135.8	32
	articles	NoC	7	-	276.0	32
	stepped	Verb	5	-	332.3	32
	reaching	Verb	7	-	276.0	32
	prepare	Verb	14	-	117.0	32
	fought	Verb	9	-	221.1	32
	saved	Verb	33	+	0.1	32
	touched	Verb	15	-	107.8	32
	measured	Verb	10	-	189.1	32
	enthusiasm	NoC	8	-	237.2	32
	calls	Verb	18	-	73.7	32
	distant	Adj	5	-	327.4	32
	poetry	NoC	6	-	291.9	32
	experiments	NoC	7	-	271.4	32
	princess	NoC	8	-	234.2	32
	origin	NoC	5	-	340.7	32
	suit	NoC	21	-	39.1	32
	storage	NoC	10	-	192.1	32
	Greek	Adj	5	-	343.5	32
	Ruth	NoP	17	-	74.1	32
	alongside	Prep	6	-	309.7	32
	cast	Verb	10	-	207.2	32
	mile	NoC	32	-	0.0	32
	bid	NoC	21	-	42.7	32
	fast	Adj	25	-	14.5	32
	hung	Verb	9	-	212.9	32
	neighbours	NoC	29	-	2.1	32
	shouted	Verb	9	-	224.5	32
	Patrick	NoP	12	-	149.5	32
	bills	NoC	19	-	51.9	32
	ladies	NoC	42	+	28.3	32
	staring	Verb	4	-	390.8	32
	benefit	Verb	16	-	94.4	32
	wage	NoC	28	-	5.3	32
	Dec.	NoP	0	-	622.2	32
	sand	NoC	16	-	94.9	32
	musical	Adj	7	-	281.3	32
	rocks	NoC	7	-	275.5	32
	conscious	Adj	22	-	29.0	32
	chances	NoC	21	-	39.4	32
	Canada	NoP	8	-	255.4	32
	employer	NoC	18	-	61.3	32
	helpful	Adj	33	+	1.0	32
	Ben	NoP	33	+	0.4	32
	related	Adj	12	-	147.2	32
	concentrate	Verb	22	-	28.0	32
	advantages	NoC	11	-	163.7	32
	tendency	NoC	10	-	183.4	32
	attacked	Verb	7	-	273.8	32
	victims	NoC	10	-	200.3	32
	turnover	NoC	7	-	270.7	32
	thrown	Verb	22	-	33.0	31
	gentle	Adj	6	-	291.2	31
	treat	Verb	21	-	40.3	31
	crew	NoC	13	-	136.0	31
	observation	NoC	7	-	261.3	31
	funny	Adj	161	+	2265.6	31
	extraordinary	Adj	12	-	154.7	31
	ears	NoC	20	-	45.3	31
	realized	Verb	26	-	10.6	31
	Bush	NoP	6	-	311.3	31
	holder	NoC	5	-	331.3	31
	presumably	Adv	48	+	73.2	31
	pressed	Verb	10	-	189.4	31
	reasonably	Adv	24	-	16.6	31
	IV / iv	Num	0	-	591.4	31
	mechanism	NoC	12	-	151.8	31
	instruments	NoC	6	-	297.9	31
	reducing	Verb	13	-	137.5	31
	at present	Adv	10	-	184.6	31
	listening	Verb	62	+	208.2	31
	stomach	NoC	16	-	87.6	31
	economics	NoC	7	-	256.2	31
	monetary	Adj	3	-	422.0	31
	routine	NoC	9	-	215.0	31
	considerably	Adv	11	-	167.7	31
	precise	Adj	9	-	217.2	31
	phrase	NoC	23	-	24.6	31
	hat	NoC	32	+	0.4	31
	device	NoC	8	-	236.5	31
	approached	Verb	12	-	148.5	31
	calls	NoC	34	+	2.3	31
	possession	NoC	6	-	289.4	31
	suggestion	NoC	31	-	0.0	31
	minimum	Adj	19	-	48.6	31
	covering	Verb	13	-	125.7	31
	except	Prep	21	-	38.0	31
	Thursday	NoP	88	+	620.8	31
	bigger	Adj	76	+	406.4	31
	protein	NoC	6	-	307.5	31
	satisfaction	NoC	7	-	251.0	31
	slight	Adj	17	-	71.9	31
	chamber	NoC	11	-	171.6	31
	mad	Adj	35	+	4.2	31
	personality	NoC	12	-	141.3	31
	organizations	NoC	20	-	39.6	31
	dance	NoC	19	-	55.9	31
	everywhere	Adv	42	+	30.6	31
	fears	NoC	8	-	233.8	31
	green	NoC	25	-	13.0	31
	escape	Verb	7	-	271.6	31
	discovery	NoC	5	-	318.5	31
	implementation	NoC	7	-	259.8	31
	receiving	Verb	13	-	132.0	31
	gift	NoC	17	-	67.2	31
	exception	NoC	15	-	94.6	31
	remote	Adj	9	-	208.3	31
	jacket	NoC	23	-	23.5	31
	smooth	Adj	5	-	307.6	31
	Kong	NoP-	5	-	342.0	31
	plaintiff	NoC	21	-	34.4	31
	sentences	NoC	9	-	210.4	31
	degrees	NoC	32	+	0.6	31
	selected	Verb	8	-	219.8	31
	snow	NoC	21	-	34.3	31
	Hong	NoP-	4	-	356.4	31
	frequency	NoC	3	-	384.4	31
	accurate	Adj	16	-	87.3	31
	mine	Pron	177	+	2739.9	31
	confusion	NoC	11	-	170.2	31
	designs	NoC	5	-	311.9	31
	A.	NoP	0	-	604.4	31
	arrive	Verb	15	-	101.1	31
	fit	Adj	22	-	26.2	31
	in spite of	Prep	5	-	321.5	31
	ultimately	Adv	13	-	116.4	31
	residential	Adj	18	-	57.2	31
	finds	Verb	12	-	149.6	31
	miss	Verb	71	+	341.1	31
	attracted	Verb	6	-	272.5	31
	Mountains	NoC	8	-	226.2	31
	ratio	NoC	11	-	156.4	31
	bishop	NoC	5	-	323.3	31
	fees	NoC	15	-	89.1	31
	fly	Verb	16	-	84.0	31
	determination	NoC	4	-	355.9	31
	readily	Adv	6	-	289.8	31
	pound	NoC	327	+	7521.7	31
	files	NoC	19	-	43.9	31
	unity	NoC	7	-	248.8	31
	since	Adv	13	-	116.7	31
	brilliant	Adj	73	+	375.2	31
	breaking	Verb	21	-	29.0	31
	Bristol	NoP	11	-	155.5	31
	live	Adj	13	-	120.9	31
	hospitals	NoC	19	-	51.4	31
	certificate	NoC	12	-	134.0	31
	ends	NoC	16	-	80.9	31
	childhood	NoC	9	-	209.8	31
	cuts	NoC	20	-	37.6	30
	straight	Adj	40	+	22.9	30
	leisure	NoC	14	-	100.9	30
	fight	NoC	17	-	65.5	30
	in respect of	Prep	16	-	73.1	30
	secure	Verb	8	-	225.8	30
	matter	Verb	101	+	876.2	30
	housing	Verb	12	-	144.6	30
	trained	Verb	23	-	16.4	30
	savings	NoC	32	+	0.9	30
	relation	NoC	8	-	232.7	30
	holy	Adj	27	-	3.5	30
	coach	NoC	14	-	111.3	30
	peak	NoC	8	-	214.4	30
	architecture	NoC	12	-	141.7	30
	column	NoC	12	-	140.0	30
	Rose	NoP	6	-	294.8	30
	wing	NoC	13	-	127.7	30
	protest	NoC	6	-	269.8	30
	Pacific	NoP	3	-	404.8	30
	reforms	NoC	5	-	297.4	30
	climate	NoC	10	-	179.6	30
	inevitable	Adj	5	-	300.5	30
	broken	Adj	16	-	80.7	30
	airport	NoC	20	-	40.9	30
	neither	DetP	12	-	142.6	30
	round	Adj	7	-	238.4	30
	fee	NoC	19	-	49.1	30
	objective	NoC	22	-	24.5	30
	inspector	NoC	21	-	26.9	30
	o'clock	Adv	188	+	3095.5	30
	cream	NoC	41	+	30.2	30
	chose	Verb	13	-	115.3	30
	Neil	NoP	35	+	7.5	30
	fixed	Verb	14	-	109.3	30
	strategic	Adj	33	+	2.9	30
	taxes	NoC	10	-	165.6	30
	summary	NoC	14	-	97.4	30
	strategies	NoC	4	-	359.1	30
	White	NoP	13	-	122.4	30
	contributions	NoC	14	-	104.0	30
	steam	NoC	13	-	122.1	30
	responsibilities	NoC	16	-	74.3	30
	Berlin	NoP	4	-	335.4	30
	evaluation	NoC	11	-	162.7	30
	songs	NoC	15	-	82.1	30
	psychological	Adj	9	-	195.9	30
	Tuesday	NoP	83	+	565.3	30
	Ken	NoP	34	+	5.4	30
	aged	Prep	3	-	390.5	30
	stands	Verb	21	-	30.9	30
	drink	Verb	49	+	93.4	30
	approximately	Adv	14	-	94.4	30
	leaves	Verb	18	-	50.6	30
	roles	NoC	7	-	241.5	30
	manufacturers	NoC	7	-	249.7	30
	scored	Verb	16	-	78.6	30
	rugby	NoC	17	-	63.9	30
	final	NoC	10	-	178.6	30
	Americans	NoC	13	-	111.9	30
	missing	Verb	23	-	16.9	30
	plain	Adj	21	-	30.8	30
	smoke	NoC	17	-	58.3	30
	combined	Verb	4	-	338.8	30
	now  that	Conj	34	+	4.8	30
	founded	Verb	5	-	316.8	30
	newly	Adv	5	-	313.3	30
	Anna	NoP	10	-	161.6	30
	mode	NoC	5	-	289.8	30
	violent	Adj	11	-	153.7	30
	sheep	NoC	35	+	8.2	30
	dominated	Verb	5	-	323.5	30
	variation	NoC	5	-	295.4	30
	sets	NoC	18	-	50.0	30
	deliberately	Adv	12	-	133.2	30
	modules	NoC	2	-	449.6	30
	boards	NoC	12	-	136.2	30
	loans	NoC	7	-	251.7	30
	investors	NoC	6	-	278.1	30
	disaster	NoC	17	-	59.9	30
	Feb.	NoP	0	-	582.3	30
	junior	Adj	11	-	151.7	30
	1972	Num	0	-	582.1	30
	N / n	Lett	157	+	2274.1	30
	moon	NoC	24	-	12.7	30
	next  to	Prep	34	+	5.1	30
	infection	NoC	6	-	268.3	30
	laboratory	NoC	5	-	316.7	30
	ear	NoC	21	-	28.7	30
	critics	NoC	5	-	306.3	30
	whether  or  not	Conj	22	-	22.5	30
	samples	NoC	9	-	181.4	30
	bloody	Adj	247	+	4983.3	30
	spending	Verb	28	-	0.4	30
	guitar	NoC	5	-	302.7	30
	tennis	NoC	15	-	84.2	30
	tables	NoC	28	-	1.3	30
	demonstrated	Verb	4	-	323.3	30
	applies	Verb	13	-	107.1	30
	visits	NoC	10	-	166.2	30
	undertaken	Verb	6	-	255.2	30
	waves	NoC	5	-	295.0	30
	pink	Adj	32	+	2.5	30
	70	Num	1	-	521.3	29
	participation	NoC	6	-	254.7	29
	survived	Verb	7	-	235.1	29
	villages	NoC	17	-	62.6	29
	m.	NoC	0	-	578.8	29
	Keith	NoP	19	-	42.6	29
	pride	NoC	8	-	206.6	29
	restrictions	NoC	11	-	149.1	29
	signal	NoC	13	-	113.1	29
	above	Adj	2	-	432.7	29
	tended	Verb	10	-	166.2	29
	complicated	Adj	26	-	4.0	29
	concepts	NoC	4	-	320.1	29
	sound	Verb	33	+	5.1	29
	minds	NoC	20	-	32.6	29
	reveal	Verb	3	-	361.2	29
	headquarters	NoC	13	-	113.2	29
	structural	Adj	10	-	162.5	29
	automatically	Adv	16	-	69.1	29
	salt	NoC	28	-	0.4	29
	attempted	Verb	5	-	296.9	29
	medicine	NoC	16	-	69.0	29
	experiment	NoC	9	-	174.1	29
	so-called	Adj	7	-	244.3	29
	report	Verb	31	+	0.7	29
	thereby	Adv	5	-	309.0	29
	agreements	NoC	10	-	168.9	29
	abandoned	Verb	4	-	350.0	29
	buyer	NoC	10	-	164.7	29
	host	NoC	6	-	260.4	29
	test	Verb	18	-	45.3	29
	secondly	Adv	25	-	4.7	29
	forty	Num	388	+	9928.3	29
	hold	NoC	34	+	7.6	29
	eating	Verb	41	+	42.7	29
	Charlie	NoP	19	-	37.7	29
	still	Adj	30	+	0.3	29
	80	Num	0	-	544.9	29
	drop	Verb	46	+	79.0	29
	headed	Verb	8	-	195.1	29
	1970	Num	0	-	535.1	29
	percentage	NoC	21	-	19.7	29
	engaged	Verb	9	-	170.3	29
	mention	Verb	49	+	106.3	29
	F / f	Lett	121	+	1390.1	29
	acceptance	NoC	6	-	245.7	29
	acquisition	NoC	3	-	375.7	29
	describes	Verb	5	-	278.4	29
	trust	Verb	24	-	9.6	29
	deep	Adv	7	-	218.3	29
	clock	NoC	26	-	3.7	29
	addressed	Verb	14	-	92.8	29
	approaches	NoC	5	-	287.5	29
	marry	Verb	9	-	182.2	29
	improved	Verb	15	-	72.5	29
	expense	NoC	14	-	83.4	29
	shirt	NoC	21	-	22.0	29
	one another	Pron	17	-	57.0	29
	being	NoC	19	-	35.8	29
	string	NoC	13	-	102.1	29
	rely	Verb	13	-	99.2	29
	instrument	NoC	5	-	283.0	29
	1971	Num	0	-	541.2	29
	poll	NoC	26	-	3.3	29
	ships	NoC	13	-	106.1	29
	evident	Adj	3	-	364.3	29
	Zealand	NoP	6	-	266.7	29
	causes	NoC	5	-	282.3	29
	excitement	NoC	6	-	248.6	29
	landlord	NoC	12	-	118.1	29
	responses	NoC	7	-	231.2	29
	cut	NoC	29	+	0.1	29
	comfort	NoC	5	-	274.9	29
	Howard	NoP	8	-	197.9	29
	building	Verb	19	-	34.1	29
	watch	NoC	31	+	1.4	29
	imagination	NoC	8	-	190.5	29
	deaf	Adj	8	-	190.5	29
	press	Verb	37	+	20.8	29
	overseas	Adj	7	-	238.2	29
	assess	Verb	11	-	144.4	29
	Arthur	NoP	27	-	0.6	29
	occasional	Adj	5	-	276.4	29
	0	Num	1	-	449.9	29
	spoken	Verb	26	-	1.8	29
	sounds	Verb	78	+	509.0	29
	teach	Verb	25	-	3.2	29
	universities	NoC	12	-	110.8	28
	helps	Verb	28	-	0.0	28
	push	Verb	46	+	86.9	28
	circuit	NoC	9	-	177.2	28
	Aug.	NoP	0	-	558.9	28
	surprisingly	Adv	5	-	297.9	28
	contribute	Verb	11	-	131.8	28
	pressures	NoC	12	-	108.7	28
	operating	Verb	13	-	107.0	28
	sounds	NoC	7	-	219.5	28
	universal	Adj	4	-	337.8	28
	universe	NoC	8	-	185.0	28
	consciousness	NoC	4	-	329.6	28
	treasury	NoC	8	-	203.7	28
	illustrated	Verb	2	-	398.5	28
	succeeded	Verb	4	-	325.2	28
	occupied	Verb	6	-	254.7	28
	Newcastle	NoP	11	-	128.9	28
	holds	Verb	9	-	168.9	28
	puts	Verb	35	+	12.0	28
	Jean	NoP	49	+	112.1	28
	state	Verb	8	-	202.7	28
	penalty	NoC	13	-	98.3	28
	MPs	NoC	3	-	364.9	28
	anxiety	NoC	12	-	118.1	28
	relatives	NoC	11	-	124.7	28
	match	Verb	17	-	45.0	28
	replacement	NoC	10	-	143.3	28
	pleasant	Adj	15	-	67.6	28
	component	NoC	5	-	293.2	28
	fellow	Adj	8	-	195.7	28
	welcome	Adj	18	-	38.6	28
	pitch	NoC	14	-	78.2	28
	trend	NoC	10	-	156.4	28
	tested	Verb	11	-	133.7	28
	fat	Adj	23	-	9.9	28
	writes	Verb	9	-	176.9	28
	consists	Verb	4	-	302.9	28
	passing	Verb	14	-	85.4	28
	suffering	Verb	12	-	109.8	28
	throw	Verb	55	+	186.4	28
	commonly	Adv	4	-	324.7	28
	Maggie	NoP	16	-	62.3	28
	proof	NoC	16	-	61.2	28
	bomb	NoC	17	-	43.8	28
	ahead  of	Prep	10	-	149.1	28
	Lucy	NoP	20	-	27.0	28
	complaints	NoC	19	-	30.3	28
	whispered	Verb	1	-	492.4	28
	Kent	NoP	10	-	152.3	28
	ah	Int	712	+	22842.8	28
	surgery	NoC	17	-	49.6	28
	researchers	NoC	2	-	401.4	28
	supply	Verb	13	-	96.2	28
	mission	NoC	14	-	78.8	28
	god	NoC	103	+	1027.8	28
	overcome	Verb	9	-	157.7	28
	knife	NoC	18	-	40.4	28
	tail	NoC	16	-	54.9	28
	summit	NoC	3	-	341.1	28
	marks	NoC	32	+	5.6	28
	Alexander	NoP	6	-	253.4	28
	grateful	Adj	23	-	7.0	28
	committees	NoC	21	-	18.9	28
	nights	NoC	29	+	0.5	28
	influenced	Verb	6	-	232.6	28
	slipped	Verb	7	-	206.2	28
	expertise	NoC	13	-	93.6	28
	passengers	NoC	6	-	229.7	28
	unemployed	Adj	28	-	0.0	28
	35	Num	0	-	513.6	28
	score	NoC	24	-	6.3	28
	burden	NoC	10	-	137.0	28
	stronger	Adj	14	-	75.0	28
	attempt	Verb	7	-	203.0	28
	mortgage	NoC	37	+	26.5	28
	tenant	NoC	7	-	223.3	28
	zone	NoC	6	-	236.9	28
	injuries	NoC	7	-	217.6	28
	classic	Adj	8	-	192.4	28
	cutting	Verb	32	+	4.6	28
	as  for	Prep	6	-	239.3	28
	authors	NoC	3	-	372.8	28
	sufficiently	Adv	6	-	228.0	28
	rent	NoC	29	+	0.6	28
	solutions	NoC	7	-	206.8	28
	psychology	NoC	11	-	120.0	28
	regulation	NoC	8	-	178.1	28
	San	NoP-	3	-	349.9	28
	existed	Verb	6	-	241.5	28
	conservation	NoC	6	-	241.3	28
	closer	Adv	9	-	154.2	28
	memories	NoC	15	-	68.9	28
	considering	Verb	10	-	140.4	28
	continuous	Adj	16	-	50.7	28
	millions	NoC	20	-	24.0	28
	flesh	NoC	7	-	223.3	28
	Helen	NoP	24	-	5.6	28
	squad	NoC	7	-	202.2	28
	sergeant	NoC	15	-	68.1	28
	opening	Verb	15	-	67.7	28
	sharply	Adv	1	-	455.4	28
	standing	NoC	31	+	3.6	28
	displayed	Verb	2	-	373.3	27
	shopping	NoC	38	+	34.6	27
	intellectual	Adj	5	-	272.0	27
	disk	NoC	17	-	44.7	27
	Francis	NoP	6	-	246.7	27
	staying	Verb	34	+	14.7	27
	softly	Adv	1	-	429.6	27
	variations	NoC	8	-	195.6	27
	gathered	Verb	9	-	161.5	27
	holes	NoC	20	-	20.0	27
	last	Verb	34	+	13.6	27
	NHS	NoP	0	-	538.5	27
	confirm	Verb	15	-	60.2	27
	sensible	Adj	28	+	0.3	27
	dozen	NoC	26	-	0.8	27
	solicitors	NoC	16	-	50.0	27
	paused	Verb	1	-	459.8	27
	birthday	NoC	77	+	522.1	27
	linguistic	Adj	1	-	423.0	27
	holidays	NoC	37	+	28.9	27
	cleared	Verb	20	-	22.8	27
	judges	NoC	7	-	204.7	27
	entitled	Adj	16	-	50.7	27
	increasing	Verb	16	-	54.5	27
	plan	Verb	18	-	38.2	27
	preparing	Verb	11	-	129.6	27
	collect	Verb	37	+	25.6	27
	Nick	NoP	37	+	29.2	27
	repeat	Verb	21	-	14.1	27
	formula	NoC	20	-	23.1	27
	loose	Adj	16	-	52.4	27
	pretty	Adj	33	+	11.0	27
	edition	NoC	8	-	177.6	27
	on behalf of	Prep	26	-	0.3	27
	listed	Verb	8	-	189.2	27
	knees	NoC	13	-	94.1	27
	judicial	Adj	2	-	405.1	27
	awarded	Verb	5	-	276.3	27
	attract	Verb	9	-	155.8	27
	stream	NoC	6	-	230.2	27
	constructed	Verb	3	-	351.9	27
	camera	NoC	25	-	2.1	27
	cattle	NoC	12	-	106.9	27
	targets	NoC	17	-	46.1	27
	stupid	Adj	83	+	640.5	27
	qualities	NoC	5	-	255.6	27
	equivalent	Adj	9	-	164.7	27
	supplies	NoC	6	-	222.8	27
	delighted	Adj	18	-	36.9	27
	retain	Verb	11	-	123.9	27
	generated	Verb	7	-	194.1	27
	Victoria	NoP	12	-	105.8	27
	welcome	Verb	31	+	5.9	27
	consequently	Adv	8	-	188.9	27
	decades	NoC	4	-	293.5	27
	steady	Adj	11	-	111.3	27
	apple	NoC	21	-	11.7	27
	located	Verb	9	-	159.0	27
	ultimate	Adj	7	-	194.6	27
	fear	Verb	9	-	148.0	27
	dust	NoC	17	-	36.6	27
	medieval	Adj	7	-	206.8	27
	assumptions	NoC	7	-	209.2	27
	creative	Adj	7	-	191.4	27
	Andy	NoP	37	+	30.7	27
	risks	NoC	7	-	203.7	27
	serving	Verb	9	-	145.4	27
	assist	Verb	10	-	126.8	27
	relate	Verb	18	-	33.1	27
	Victorian	Adj	9	-	161.5	27
	coalition	NoC	2	-	377.6	27
	handle	Verb	19	-	27.9	27
	drivers	NoC	18	-	32.1	27
	1968	Num	0	-	528.4	27
	platform	NoC	15	-	63.5	27
	rose	NoC	12	-	95.6	27
	produces	Verb	9	-	161.0	27
	layer	NoC	8	-	167.0	27
	locked	Verb	15	-	56.7	27
	smell	NoC	16	-	45.9	27
	Durham	NoP	5	-	246.4	27
